dataset	family	split	model	rowcap	n_samples	n_features	mse	rmse	mae	r2	mse_original	rmse_original	mae_original	r2_original	rounded_consistency
gsm8k-000027	GSM8K	random	tabpfn2	128	128	35	0.001999557251110673	0.04471640919294251	0.030841268599033356	0.9970728754997253	9.572061538696289	3.0938748421189066	2.1338701248168945	0.9970728754997253	0.19230769230769232
gsm8k-000035	GSM8K	random	tabpfn2	128	128	30	0.0019233624916523695	0.04385615682720465	0.013248223811388016	0.9987766742706299	19.13528823852539	4.374390041883027	1.3214308023452759	0.9987766742706299	0.8846153846153846
gsm8k-000037	GSM8K	random	tabpfn2	128	128	38	0.7719042301177979	0.8785808045466267	0.753792405128479	0.3415277600288391	8.412079811096191	2.9003585659528706	2.4884085655212402	0.3415278196334839	0.15384615384615385
gsm8k-000038	GSM8K	random	tabpfn2	128	128	38	0.012725980021059513	0.11280948551012682	0.07481969892978668	0.987029492855072	8.876288414001465	2.9793100567080066	1.9759960174560547	0.987029492855072	0.23076923076923078
gsm8k-000050	GSM8K	random	tabpfn2	128	128	27	4.7082165110623464e-05	0.0068616444902533	0.00521796615794301	0.9999555349349976	139.38490295410156	11.806138359095304	8.97800350189209	0.9999555349349976	0.07692307692307693
gsm8k-000078	GSM8K	random	tabpfn2	128	128	34	0.27780091762542725	0.527068228624556	0.4176129996776581	0.501610279083252	4430.7041015625	66.56353432294968	52.74041748046875	0.5016103386878967	0.038461538461538464
gsm8k-000084	GSM8K	random	tabpfn2	128	128	17	5.528047495317878e-06	0.002351180021886431	0.0018059209687635303	0.9999940395355225	0.0035422032233327627	0.05951641137814647	0.045713864266872406	0.9999940395355225	1.0
gsm8k-000086	GSM8K	random	tabpfn2	128	128	32	0.002473766915500164	0.049736977345835605	0.03379132226109505	0.9977308511734009	3.164780616760254	1.778983028800515	1.2086418867111206	0.9977308511734009	0.46153846153846156
gsm8k-000088	GSM8K	random	tabpfn2	128	128	19	0.00041124256676994264	0.020279116518476407	0.01081002689898014	0.9997189044952393	1963706112.0	44313.72374332809	23621.96484375	0.999718964099884	0.0
gsm8k-000125	GSM8K	random	tabpfn2	128	128	26	0.05451042205095291	0.23347467111220632	0.18560558557510376	0.9227672815322876	5.1824774742126465	2.276505540123425	1.8097560405731201	0.9227672815322876	0.23076923076923078
gsm8k-000126	GSM8K	random	tabpfn2	128	128	21	5.887890893063741e-06	0.0024264976598100687	0.0019724820740520954	0.9999936819076538	0.027559194713830948	0.16600962235313635	0.13494814932346344	0.9999936819076538	1.0
gsm8k-000148	GSM8K	random	tabpfn2	128	128	25	0.030985979363322258	0.17602834818097413	0.14434358477592468	0.9376741051673889	9.692602157592773	3.1132944219255547	2.5529069900512695	0.9376741051673889	0.07692307692307693
gsm8k-000151	GSM8K	random	tabpfn2	128	128	54	0.05286745727062225	0.2299292440526482	0.16365766525268555	0.9032546877861023	12.713841438293457	3.565647408016314	2.537935495376587	0.9032546877861023	0.38461538461538464
gsm8k-000153	GSM8K	random	tabpfn2	128	128	70	0.11005188524723053	0.33174068976721943	0.26349106431007385	0.9062395691871643	234.89926147460938	15.326423636145824	12.173290252685547	0.9062395691871643	0.0
gsm8k-000158	GSM8K	random	tabpfn2	128	128	40	0.029764797538518906	0.172524773695023	0.13306640088558197	0.9707716107368469	912.7679443359375	30.2120496546649	23.302207946777344	0.9707716107368469	0.038461538461538464
gsm8k-000173	GSM8K	random	tabpfn2	128	128	31	0.0011280428152531385	0.03358634864425037	0.025067558512091637	0.9989656805992126	1501967.875	1225.5479896764548	914.7015991210938	0.9989656805992126	0.0
gsm8k-000192	GSM8K	random	tabpfn2	128	128	40	0.03774247318506241	0.19427422161744057	0.1431836485862732	0.9667565226554871	545.9218139648438	23.364969804492446	17.220409393310547	0.9667565226554871	0.07692307692307693
gsm8k-000208	GSM8K	random	tabpfn2	128	128	29	0.00017484949785284698	0.013223066885289772	0.009998541325330734	0.9998884797096252	5.014191627502441	2.239239073324338	1.6931885480880737	0.9998884797096252	0.19230769230769232
gsm8k-000212	GSM8K	random	tabpfn2	128	128	12	0.0004087200795765966	0.02021682664457003	0.011318197473883629	0.9996340870857239	0.16518092155456543	0.40642455825720647	0.22753293812274933	0.9996340870857239	0.8076923076923077
gsm8k-000218	GSM8K	random	tabpfn2	128	128	39	0.005730176344513893	0.07569792827095001	0.045982442796230316	0.9943892359733582	2.4899580478668213	1.5779600907078801	0.958526611328125	0.9943892359733582	0.46153846153846156
gsm8k-000224	GSM8K	random	tabpfn2	128	128	35	0.0400848425924778	0.20021199412741936	0.15989695489406586	0.9207353591918945	968.6156616210938	31.12259085649994	24.855693817138672	0.9207353591918945	0.0
gsm8k-000297	GSM8K	random	tabpfn2	128	128	44	0.1923118233680725	0.43853371976174477	0.35082924365997314	0.7529923915863037	199.9241485595703	14.13945361601962	11.311635971069336	0.7529923915863037	0.0
gsm8k-000313	GSM8K	random	tabpfn2	128	128	43	0.03937813267111778	0.19843924176210154	0.09256739914417267	0.9830546975135803	15596174336.0	124884.64411608018	58255.84765625	0.9830546975135803	0.0
gsm8k-000337	GSM8K	random	tabpfn2	128	128	18	2.4705002942937426e-05	0.004970412753779853	0.002847819123417139	0.999977171421051	0.0527573861181736	0.22968976058626034	0.13160133361816406	0.999977171421051	0.9615384615384616
gsm8k-000348	GSM8K	random	tabpfn2	128	128	30	0.9769313335418701	0.9883983678365066	0.8579028248786926	-0.2110360860824585	237.01194763183594	15.395192354492877	13.362605094909668	-0.2110360860824585	0.0
gsm8k-000361	GSM8K	random	tabpfn2	128	128	40	0.11099895089864731	0.33316505053598783	0.2636200785636902	0.8708412051200867	30.282957077026367	5.502995282300937	4.3542985916137695	0.8708412051200867	0.038461538461538464
gsm8k-000409	GSM8K	random	tabpfn2	128	128	49	0.16000111401081085	0.4000013925110897	0.17286093533039093	0.8682884573936462	40085860352.0	200214.53581595919	86522.890625	0.8682884573936462	0.0
gsm8k-000420	GSM8K	random	tabpfn2	128	128	21	6.829226185800508e-05	0.008263913229094621	0.006251226179301739	0.9999447464942932	45511.671875	213.33464761964945	161.37672424316406	0.9999447464942932	0.0
gsm8k-000473	GSM8K	random	tabpfn2	128	128	24	0.00039253776776604354	0.019812565905658042	0.00824993196874857	0.9997035264968872	0.22893336415290833	0.47846981529967836	0.19923418760299683	0.9997035264968872	0.8076923076923077
gsm8k-000509	GSM8K	random	tabpfn2	128	128	27	0.0017651888774707913	0.042014150919312786	0.024569153785705566	0.9982306957244873	0.46265169978141785	0.6801850481901361	0.3977603316307068	0.9982306957244873	0.8461538461538461
gsm8k-000534	GSM8K	random	tabpfn2	128	128	32	5.646909630740993e-05	0.007514592224958712	0.006281309761106968	0.9999409914016724	5.442931175231934	2.3330090388234535	1.9501196146011353	0.9999409914016724	0.19230769230769232
gsm8k-000539	GSM8K	random	tabpfn2	128	128	22	0.00019776695990003645	0.014062964122120075	0.007975825108587742	0.9997441172599792	11.422088623046875	3.3796580630363886	1.9167768955230713	0.9997441172599792	0.38461538461538464
gsm8k-000568	GSM8K	random	tabpfn2	128	128	28	7.234370423248038e-05	0.008505510227639514	0.007115217857062817	0.999908447265625	0.8675450682640076	0.9314209941073948	0.7791739106178284	0.999908447265625	0.3076923076923077
gsm8k-000575	GSM8K	random	tabpfn2	128	128	33	0.00304745533503592	0.055203761964524846	0.03512711077928543	0.9954454898834229	295.9610595703125	17.203518813612305	10.946903228759766	0.9954454898834229	0.038461538461538464
gsm8k-000576	GSM8K	random	tabpfn2	128	128	49	0.2029034048318863	0.4504480045819787	0.2787715792655945	0.9168007373809814	22715148.0	4766.04112445539	2949.589599609375	0.9168007373809814	0.0
gsm8k-000591	GSM8K	random	tabpfn2	128	128	43	0.38678568601608276	0.6219209644449066	0.34018751978874207	0.8928259015083313	26665544.0	5163.869092066529	2824.60888671875	0.8928258419036865	0.0
gsm8k-000604	GSM8K	random	tabpfn2	128	128	36	1.380793809890747	1.1750718318003999	1.1038814783096313	0.03361791372299194	331.4919738769531	18.2069210432998	17.10387420654297	0.03361779451370239	0.0
gsm8k-000639	GSM8K	random	tabpfn2	128	128	34	0.0016587409190833569	0.040727643181055255	0.027951277792453766	0.9971324801445007	955.1295166015625	30.9051697390835	21.21013641357422	0.9971324801445007	0.0
gsm8k-000641	GSM8K	random	tabpfn2	128	128	28	0.25225308537483215	0.5022480317281812	0.42494332790374756	0.7307513952255249	8175530496.0	90418.64020211762	76501.640625	0.7307515144348145	0.0
gsm8k-000642	GSM8K	random	tabpfn2	128	128	52	0.03143236041069031	0.17729173813432567	0.07711604237556458	0.9661338925361633	1582222464.0	39777.16007962358	17301.751953125	0.9661338925361633	0.0
gsm8k-000670	GSM8K	random	tabpfn2	128	128	28	0.038232699036598206	0.19553183637607	0.1647452712059021	0.9644335508346558	0.8025079965591431	0.8958281065914058	0.7547796964645386	0.9644335508346558	0.34615384615384615
gsm8k-000705	GSM8K	random	tabpfn2	128	128	29	0.00031840294832363725	0.017843849033312216	0.011580739170312881	0.9994825124740601	835.1236572265625	28.898506141781144	18.755245208740234	0.9994825124740601	0.038461538461538464
gsm8k-000710	GSM8K	random	tabpfn2	128	128	59	0.1566578447818756	0.39580025869354307	0.3254184126853943	0.8662570714950562	2526.727783203125	50.26656725103799	41.328086853027344	0.8662571310997009	0.0
gsm8k-000720	GSM8K	random	tabpfn2	128	128	28	0.17980000376701355	0.42402830538422026	0.32938459515571594	0.8534848093986511	10.219651222229004	3.1968189223396752	2.4832844734191895	0.8534848093986511	0.15384615384615385
gsm8k-000728	GSM8K	random	tabpfn2	128	128	36	0.08543649315834045	0.2922952157636872	0.19915281236171722	0.939644992351532	26.40772247314453	5.138844468666524	3.5013070106506348	0.939644992351532	0.2692307692307692
gsm8k-000734	GSM8K	random	tabpfn2	128	128	37	0.0013828559312969446	0.0371867709178539	0.029088465496897697	0.9979435205459595	0.09708184748888016	0.31157960056601935	0.24372592568397522	0.9979434609413147	0.8461538461538461
gsm8k-000759	GSM8K	random	tabpfn2	128	128	28	0.0007056508911773562	0.026564090256911796	0.016265032812952995	0.9992359280586243	513389024.0	22658.089592902576	13873.4130859375	0.9992359280586243	0.0
gsm8k-000765	GSM8K	random	tabpfn2	128	128	15	3.626540274126455e-05	0.006022076281587983	0.0037651434540748596	0.9999745488166809	15.451549530029297	3.930845905149335	2.457658052444458	0.9999745488166809	0.2692307692307692
gsm8k-000776	GSM8K	random	tabpfn2	128	128	15	6.542703431478003e-06	0.00255787087857812	0.0020898329094052315	0.9999836087226868	9.344876289367676	3.056939039197163	2.49757981300354	0.9999836087226868	0.15384615384615385
gsm8k-000785	GSM8K	random	tabpfn2	128	128	49	0.05752510577440262	0.23984391961107251	0.12037214636802673	0.5968976616859436	145039.484375	380.84049728856303	191.13507080078125	0.5968974828720093	0.0
gsm8k-000792	GSM8K	random	tabpfn2	128	128	27	0.0001636139495531097	0.012791166856589344	0.007666341960430145	0.999751091003418	32.920475006103516	5.737636709142843	3.4388394355773926	0.999751091003418	0.15384615384615385
gsm8k-000800	GSM8K	random	tabpfn2	128	128	18	2.9344612357817823e-06	0.0017130269220831827	0.00132296746596694	0.9999963641166687	0.7210431694984436	0.849142608457757	0.6558016538619995	0.9999963641166687	0.5
gsm8k-000812	GSM8K	random	tabpfn2	128	128	66	0.21632596850395203	0.46510855561250647	0.3135625422000885	0.7655239105224609	372.7632141113281	19.307076788352195	13.016263961791992	0.7655239105224609	0.038461538461538464
gsm8k-000819	GSM8K	random	tabpfn2	128	128	22	0.0052337488159537315	0.0723446529879972	0.0399242639541626	0.9919408559799194	43119.16796875	207.65155421703446	114.59502410888672	0.9919408559799194	0.0
gsm8k-000823	GSM8K	random	tabpfn2	128	128	27	0.015697769820690155	0.12529074116106967	0.08996418863534927	0.989653468132019	5.447586536407471	2.3340065416376774	1.6759179830551147	0.989653468132019	0.34615384615384615
gsm8k-000844	GSM8K	random	tabpfn2	128	128	41	0.1819784939289093	0.42658937390529234	0.24850289523601532	0.8286169171333313	178504.265625	422.49765162069247	246.11932373046875	0.8286168575286865	0.0
gsm8k-000849	GSM8K	random	tabpfn2	128	128	23	0.00011292061390122399	0.010626411148700393	0.007878527976572514	0.9998267889022827	55.156009674072266	7.426709208934484	5.506232738494873	0.9998267889022827	0.11538461538461539
gsm8k-000851	GSM8K	random	tabpfn2	128	128	15	5.895188223803416e-05	0.007678012909473008	0.0053376671858131886	0.9999348521232605	0.42884427309036255	0.654862025995066	0.45525243878364563	0.9999348521232605	0.6923076923076923
gsm8k-000881	GSM8K	random	tabpfn2	128	128	24	0.0003254897310398519	0.01804133395954556	0.013091662898659706	0.999098539352417	1.665790319442749	1.290654996287834	0.9365617036819458	0.999098539352417	0.4230769230769231
gsm8k-000887	GSM8K	random	tabpfn2	128	128	43	0.0017410105792805552	0.04172541886285332	0.02743104100227356	0.9975518584251404	2.350928544998169	1.5332737997494672	1.008001446723938	0.9975518584251404	0.38461538461538464
gsm8k-000900	GSM8K	random	tabpfn2	128	128	25	2.8703345378744416e-05	0.005357550315092189	0.0035872100852429867	0.9999803900718689	0.013736715540289879	0.11720373518062417	0.07847507297992706	0.9999803900718689	1.0
gsm8k-000905	GSM8K	random	tabpfn2	128	128	27	0.0001552893518237397	0.012461514828612921	0.008570370264351368	0.9997963309288025	0.002447832841426134	0.04947557823235757	0.03402676805853844	0.9997963309288025	1.0
gsm8k-000919	GSM8K	random	tabpfn2	128	128	22	0.04346490651369095	0.20848238897732094	0.12273085862398148	0.9678886532783508	1534842.75	1238.8877067757192	729.3170166015625	0.9678886532783508	0.0
gsm8k-000926	GSM8K	random	tabpfn2	128	128	84	1.1053944826126099	1.0513774215820928	0.8825250267982483	-0.09640717506408691	1.368886947631836	1.1699944220515908	0.9820921421051025	-0.09640705585479736	0.2692307692307692
gsm8k-000929	GSM8K	random	tabpfn2	128	128	35	0.0072569879703223705	0.08518795672113735	0.06826765835285187	0.9883272051811218	135.12692260742188	11.624410634841746	9.315533638000488	0.9883272051811218	0.0
gsm8k-000942	GSM8K	random	tabpfn2	128	128	28	0.0732317864894867	0.2706137219164739	0.20695482194423676	0.9432121515274048	6725.48486328125	82.0090535446011	62.71732711791992	0.9432121515274048	0.0
gsm8k-000944	GSM8K	random	tabpfn2	128	128	41	0.04212632030248642	0.20524697391797625	0.152456134557724	0.9415000677108765	833.6107177734375	28.872317499179687	21.446170806884766	0.9415000677108765	0.07692307692307693
gsm8k-000947	GSM8K	random	tabpfn2	128	128	29	0.12888170778751373	0.3590009857751281	0.29993268847465515	0.8338934183120728	26.824005126953125	5.17918962067939	4.327030658721924	0.8338934183120728	0.07692307692307693
gsm8k-000958	GSM8K	random	tabpfn2	128	128	19	5.817852979816962e-06	0.0024120225910668753	0.001615659100934863	0.999992311000824	4.047501564025879	2.011840342578376	1.3475998640060425	0.999992311000824	0.46153846153846156
gsm8k-000960	GSM8K	random	tabpfn2	128	128	41	0.006038981024175882	0.07771088098957496	0.030631959438323975	0.9950652718544006	4.920823574066162	2.2182929414453274	0.8744035363197327	0.9950652718544006	0.6153846153846154
gsm8k-000967	GSM8K	random	tabpfn2	128	128	23	4.5462009438779205e-05	0.006742552145796071	0.005001756362617016	0.9999661445617676	0.6134724020957947	0.7832447906598515	0.5810259580612183	0.9999661445617676	0.5384615384615384
gsm8k-000969	GSM8K	random	tabpfn2	128	128	50	0.1959182620048523	0.44262654914143174	0.3963475823402405	0.7727954387664795	1521394.75	1233.4483167121352	1104.484619140625	0.7727954387664795	0.0
gsm8k-000973	GSM8K	random	tabpfn2	128	128	32	0.10482407361268997	0.3237654608087311	0.2611216902732849	0.839108407497406	234.1593475341797	15.302266091470887	12.341506958007812	0.8391084671020508	0.0
gsm8k-000989	GSM8K	random	tabpfn2	128	128	32	0.1683570295572281	0.41031333095236877	0.3103875517845154	0.8621846437454224	994.5640258789062	31.536709179603793	23.856403350830078	0.8621846437454224	0.038461538461538464
gsm8k-001002	GSM8K	random	tabpfn2	128	128	44	0.007881879806518555	0.0887799516023666	0.04805169627070427	0.9952772259712219	56.823036193847656	7.5381056104201445	4.079960346221924	0.9952772259712219	0.23076923076923078
gsm8k-001023	GSM8K	random	tabpfn2	128	128	36	0.006684620399028063	0.0817595278791901	0.06213592737913132	0.9949387311935425	70.38485717773438	8.389568354673223	6.375937461853027	0.9949387311935425	0.0
gsm8k-001031	GSM8K	random	tabpfn2	128	128	26	0.01882067322731018	0.13718845879778	0.04427981749176979	0.981384813785553	0.24235501885414124	0.4922956620305944	0.15889637172222137	0.9813848733901978	0.9230769230769231
gsm8k-001048	GSM8K	random	tabpfn2	128	128	30	0.2595890462398529	0.5094988186834715	0.37710925936698914	0.7224268913269043	121766456.0	11034.783912700783	8167.47607421875	0.7224268913269043	0.0
gsm8k-001051	GSM8K	random	tabpfn2	128	128	26	0.22017917037010193	0.46923253336709503	0.2708113491535187	0.8677585124969482	13132.3896484375	114.59663890549976	66.13794708251953	0.867758572101593	0.038461538461538464
gsm8k-001073	GSM8K	random	tabpfn2	128	128	34	0.009459463879466057	0.09725977523861577	0.08039557188749313	0.9874473810195923	1.3961601257324219	1.181592199420943	0.9767116904258728	0.9874473810195923	0.34615384615384615
gsm8k-001089	GSM8K	random	tabpfn2	128	128	41	0.0002539621200412512	0.015936189006197535	0.006735110655426979	0.9989804029464722	203.0415802001953	14.24926595303054	6.022162914276123	0.9989804029464722	0.15384615384615385
gsm8k-001091	GSM8K	random	tabpfn2	128	128	29	0.0026097954250872135	0.051086156883124546	0.023307818919420242	0.9986600279808044	148100.921875	384.8388258414164	175.58074951171875	0.9986600279808044	0.0
gsm8k-001095	GSM8K	random	tabpfn2	128	128	30	0.010576348751783371	0.10284137665250973	0.07045114785432816	0.9853340983390808	6175.3662109375	78.5834983373577	53.83336639404297	0.9853340983390808	0.0
gsm8k-001116	GSM8K	random	tabpfn2	128	128	16	8.746917046664748e-06	0.0029575187314140124	0.0019172584870830178	0.9999929070472717	0.45757997035980225	0.6764465761313322	0.43851763010025024	0.9999929070472717	0.7307692307692307
gsm8k-001128	GSM8K	random	tabpfn2	128	128	25	5.336558024282567e-05	0.007305174894745893	0.005714788101613522	0.9999218583106995	0.009212680160999298	0.09598270761444115	0.07508674263954163	0.9999218583106995	1.0
gsm8k-001129	GSM8K	random	tabpfn2	128	128	29	0.00021894036035519093	0.014796633412881153	0.011951531283557415	0.9997026920318604	0.024535836651921272	0.15663919257938375	0.126520574092865	0.9997026920318604	1.0
gsm8k-001130	GSM8K	random	tabpfn2	128	128	35	0.21392931044101715	0.4625249295346329	0.3665877878665924	0.7651166319847107	227.4888458251953	15.082733367171725	11.954264640808105	0.7651166319847107	0.038461538461538464
gsm8k-001144	GSM8K	random	tabpfn2	128	128	33	0.18578283488750458	0.4310253297516337	0.3085751235485077	0.8469369411468506	836.4508056640625	28.921459258897407	20.70514678955078	0.8469369411468506	0.07692307692307693
gsm8k-001180	GSM8K	random	tabpfn2	128	128	32	0.004659037105739117	0.06825713959535015	0.037388794124126434	0.9961705207824707	32966.00390625	181.5654259660963	99.4549560546875	0.9961705207824707	0.0
gsm8k-001181	GSM8K	random	tabpfn2	128	128	32	0.05302317440509796	0.23026761475530588	0.17385771870613098	0.9599130153656006	1.9875677824020386	1.4098112577228339	1.0644422769546509	0.9599130153656006	0.2692307692307692
gsm8k-001196	GSM8K	random	tabpfn2	128	128	29	0.0001443892833776772	0.012016209193322044	0.008078845217823982	0.9997288584709167	3.346395254135132	1.8293155151955423	1.229902982711792	0.9997289180755615	0.38461538461538464
gsm8k-001229	GSM8K	random	tabpfn2	128	128	25	0.00012013780360575765	0.010960739190663997	0.008351890370249748	0.999870777130127	3.51833176612854	1.8757216654206827	1.4292664527893066	0.999870777130127	0.19230769230769232
gsm8k-001236	GSM8K	random	tabpfn2	128	128	37	0.058318257331848145	0.24149173346482927	0.20033849775791168	0.9356279373168945	136.2505645751953	11.672641713648	9.68347454071045	0.9356279373168945	0.038461538461538464
gsm8k-001261	GSM8K	random	tabpfn2	128	128	46	0.047903649508953094	0.218869023639603	0.17981383204460144	0.9406379461288452	5750.35107421875	75.83106932002707	62.29969787597656	0.9406378865242004	0.0
gsm8k-001264	GSM8K	random	tabpfn2	128	128	58	0.007390113547444344	0.08596576962631314	0.06159718334674835	0.9884399175643921	8.788583755493164	2.964554562745163	2.124197244644165	0.9884399175643921	0.23076923076923078
gsm8k-001270	GSM8K	random	tabpfn2	128	128	30	0.011179592460393906	0.10573359192042	0.07398082315921783	0.9876201152801514	137734.328125	371.12575783014574	259.6733093261719	0.9876201152801514	0.0
gsm8k-001293	GSM8K	random	tabpfn2	128	128	26	0.00020376319298520684	0.014274564546255232	0.008065960370004177	0.9997933506965637	2529955328.0	50298.66129431279	28421.658203125	0.9997933506965637	0.0
2024-I-1	AIME	random	tabpfn2	128	128	15	0.0006560530164279044	0.025613531900694687	0.014549209736287594	0.9993201494216919	7.11979341506958	2.6682941020565143	1.5156631469726562	0.9993201494216919	0.46153846153846156
2024-I-14	AIME	random	tabpfn2	128	128	23	0.00635355431586504	0.07970918589387951	0.04725329205393791	0.17922991514205933	5.515384400642048e+16	234848555.4701593	139223184.0	0.17922991514205933	0.0
2024-I-3	AIME	random	tabpfn2	128	128	25	0.010949964635074139	0.1046420787019932	0.05852747708559036	0.9938486218452454	3131.630126953125	55.960969674882556	31.29958724975586	0.9938486218452454	0.0
2024-I-4	AIME	random	tabpfn2	128	128	30	2.8045783042907715	1.674687524373061	0.4837525486946106	-0.030731201171875	681063.3125	825.2656011854608	238.38731384277344	-0.03073132038116455	0.11538461538461539
2024-I-7	AIME	random	tabpfn2	128	128	39	0.06193232536315918	0.24886206091559873	0.18834897875785828	0.9042425751686096	80530.75	283.7794037628524	214.77581787109375	0.9042425751686096	0.0
2024-I-8	AIME	random	tabpfn2	128	128	30	0.34313902258872986	0.5857806949607761	0.447160929441452	-6.426146030426025	4709432832.0	68625.30751843666	52385.74609375	-6.426146030426025	0.0
2024-II-1	AIME	random	tabpfn2	128	128	59	0.19912123680114746	0.4462300267811966	0.3210901618003845	0.8557875156402588	8394.3642578125	91.62076324617964	65.92681121826172	0.8557875752449036	0.0
2024-II-10	AIME	random	tabpfn2	128	128	17	1.3329390640137717e-05	0.0036509438012845004	0.0026070079766213894	0.9999892115592957	247.41717529296875	15.729500160302893	11.23193359375	0.9999892115592957	0.038461538461538464
2024-II-13	AIME	random	tabpfn2	128	128	30	1.016528844833374	1.0082305514282803	0.7133649587631226	0.16712796688079834	3940492.0	1985.0672532687652	1404.517578125	0.16712790727615356	0.0
2024-II-14	AIME	random	tabpfn2	128	128	16	0.01891789399087429	0.1375423352676342	0.030322205275297165	0.9807555675506592	3275383.75	1809.8021300683674	398.9839172363281	0.9807555675506592	0.0
2024-II-4	AIME	random	tabpfn2	128	128	71	0.21004649996757507	0.45830830231141906	0.2720072567462921	0.10732525587081909	1302946.125	1141.4666552291399	677.4635620117188	0.10732513666152954	0.0
2024-II-6	AIME	random	tabpfn2	128	128	10	0.3108920753002167	0.5575769680503461	0.4611169099807739	0.6462117433547974	235.84542846679688	15.35725979681261	12.700471878051758	0.6462117433547974	0.0
2024-II-8	AIME	random	tabpfn2	128	128	23	0.12158465385437012	0.3486899107435862	0.22232982516288757	0.516254723072052	3572917.0	1890.2161252089668	1205.229736328125	0.5162547826766968	0.0
2024-II-9	AIME	random	tabpfn2	128	128	32	0.02137998677790165	0.14621896859813246	0.06353345513343811	0.9622952342033386	139298.234375	373.2267867865328	162.17041015625	0.9622952342033386	0.11538461538461539
gsm8k-000007	GSM8K	ood	tabpfn2	128	128	35	8.667850494384766	2.944121345050976	2.501460075378418	-2.8555610179901123	12172.0986328125	110.327234320509	93.73905944824219	-2.8555612564086914	0.0
gsm8k-000011	GSM8K	ood	tabpfn2	128	128	51	1.048907995223999	1.0241620942136058	0.8371334075927734	-0.5011919736862183	518131.96875	719.8138431219561	588.3641357421875	-0.5011919736862183	0.0
gsm8k-000023	GSM8K	ood	tabpfn2	128	128	27	7.049060344696045	2.6550066562432653	2.268240213394165	-2.062835454940796	326.96221923828125	18.082096649401066	15.447998046875	-2.0628349781036377	0.038461538461538464
gsm8k-000027	GSM8K	ood	tabpfn2	128	128	35	2.7550294399261475	1.659828135659276	1.275570034980774	-0.6385390758514404	3494.182373046875	59.111609460806214	45.42698669433594	-0.63853919506073	0.0
gsm8k-000035	GSM8K	ood	tabpfn2	128	128	30	23.70095443725586	4.868362603304715	3.3708882331848145	-1.2586846351623535	28813.16015625	169.74439653858974	117.53219604492188	-1.2586848735809326	0.038461538461538464
gsm8k-000037	GSM8K	ood	tabpfn2	128	128	38	2.6140170097351074	1.6167921974499715	1.5989859104156494	-98.83747100830078	21.26715087890625	4.611632127447532	4.560842514038086	-98.83745574951172	0.0
gsm8k-000038	GSM8K	ood	tabpfn2	128	128	38	1.222111701965332	1.105491610988221	0.8836597800254822	-0.6449301242828369	348.05364990234375	18.656196019080195	14.912580490112305	-0.644930362701416	0.038461538461538464
gsm8k-000050	GSM8K	ood	tabpfn2	128	128	27	1.1023250818252563	1.0499167023270257	0.7781215310096741	-1.0143976211547852	1273619.875	1128.5476839726357	836.3970336914062	-1.0143976211547852	0.0
gsm8k-000078	GSM8K	ood	tabpfn2	128	128	34	24.27783203125	4.927254005148304	4.257157325744629	-2.6617233753204346	54683.65234375	233.845359893563	202.04286193847656	-2.6617231369018555	0.0
gsm8k-000084	GSM8K	ood	tabpfn2	128	128	17	0.2381628155708313	0.4880192778680278	0.27875715494155884	0.3602992296218872	76.92781066894531	8.770850053954025	5.009920597076416	0.36029917001724243	0.2692307692307692
gsm8k-000086	GSM8K	ood	tabpfn2	128	128	32	2.327374219894409	1.5255734069176774	1.1620956659317017	-1.0756373405456543	1205.03955078125	34.71367959149894	26.442920684814453	-1.0756375789642334	0.0
gsm8k-000088	GSM8K	ood	tabpfn2	128	128	19	80.40843963623047	8.967075311172003	7.616164207458496	-0.4894382953643799	6462883495936.0	2542220.190293516	2159228.5	-0.4894380569458008	0.0
gsm8k-000125	GSM8K	ood	tabpfn2	128	128	26	1.0185824632644653	1.009248464583655	0.9259945154190063	-5.901238441467285	54.14817810058594	7.358544564014404	6.751530647277832	-5.901238441467285	0.0
gsm8k-000126	GSM8K	ood	tabpfn2	128	128	21	0.026433683931827545	0.1625843901849976	0.1174122542142868	0.7772865295410156	77.36328125	8.795639899973168	6.351875305175781	0.7772865295410156	0.19230769230769232
gsm8k-000148	GSM8K	ood	tabpfn2	128	128	25	0.4785144031047821	0.6917473549676805	0.6055921912193298	-1.1530530452728271	81.653564453125	9.036236188431829	7.910799026489258	-1.153052568435669	0.0
gsm8k-000151	GSM8K	ood	tabpfn2	128	128	54	5.686553001403809	2.384649450423229	2.088202476501465	-2.0547163486480713	332.3727111816406	18.231091881224245	15.964700698852539	-2.054716110229492	0.0
gsm8k-000153	GSM8K	ood	tabpfn2	128	128	70	2.6894853115081787	1.6399650336236375	1.327340006828308	-1.0485620498657227	2113.0244140625	45.96764529603947	37.20487594604492	-1.0485613346099854	0.0
gsm8k-000158	GSM8K	ood	tabpfn2	128	128	40	1.9263331890106201	1.3879240573643141	1.132919430732727	-1.3204970359802246	27697.333984375	166.42516031049811	135.84771728515625	-1.3204965591430664	0.0
gsm8k-000173	GSM8K	ood	tabpfn2	128	128	31	2.0358119010925293	1.4268188045762957	0.9812078475952148	-1.7273929119110107	1095211264.0	33093.97624946268	22758.37109375	-1.7273931503295898	0.0
gsm8k-000192	GSM8K	ood	tabpfn2	128	128	40	7.115701675415039	2.6675272586076866	2.0202813148498535	-0.556990385055542	20201.990234375	142.13370548316468	107.64656066894531	-0.5569906234741211	0.0
