dataset	family	split	model	rowcap	n_samples	n_features	mse	rmse	mae	r2	mse_original	rmse_original	mae_original	r2_original	rounded_consistency
gsm8k-001002	GSM8K	ood	catboost	128	128	44	24.866444158470344	4.986626530879402	4.375058800556358	-3.5156898296910954					0.0
gsm8k-001023	GSM8K	ood	catboost	128	128	36	13.667630800684352	3.6969758993918735	3.4143165378488316	-8.233373440645916					0.0
gsm8k-001031	GSM8K	ood	catboost	128	128	26	2.4178307110353905	1.554937526409145	1.518059701918798	-62.34695541465316					0.0
gsm8k-001048	GSM8K	ood	catboost	128	128	30	7.069155479881572	2.658788348079172	2.5360962490002525	-11.083189429865632					0.0
gsm8k-001051	GSM8K	ood	catboost	128	128	26	14.215649862934715	3.7703646856683126	3.0418694052044226	-1.7574084570012176					0.0
gsm8k-001073	GSM8K	ood	catboost	128	128	34	2.6517337212283874	1.6284144807844185	1.6093808085971608	-35.499522893982615					0.0
gsm8k-001089	GSM8K	ood	catboost	128	128	41	148.50149946484777	12.186119130586562	9.47628904662728	-1.524710991447253					0.0
gsm8k-001091	GSM8K	ood	catboost	128	128	29	9.297402926992186	3.049164299770051	2.7495867191006034	-4.429298821202309					0.0
gsm8k-001095	GSM8K	ood	catboost	128	128	30	6.443536156846836	2.5384121329773928	2.267200463678632	-5.9368807471046265					0.0
gsm8k-001116	GSM8K	ood	catboost	128	128	16	3.019450649564029	1.7376566546829755	1.5931217914144933	-8.850663315100343					0.0
gsm8k-001128	GSM8K	ood	catboost	128	128	25	2.709994322161641	1.6462060387939417	1.4051946682169913	-4.263820148318347					0.0
gsm8k-001129	GSM8K	ood	catboost	128	128	29	5.669323201552509	2.381034061401161	2.272488539433501	-9.122385032512566					0.0
gsm8k-001130	GSM8K	ood	catboost	128	128	35	9.13128691233883	3.0218019313546725	2.6604707357846555	-3.479583036263593					0.0
gsm8k-001144	GSM8K	ood	catboost	128	128	33	26.19649363675525	5.118251032995085	4.600344000583217	-3.9386279293924584					0.0
gsm8k-001180	GSM8K	ood	catboost	128	128	32	26.56357802754976	5.153986614995207	4.496170496042156	-3.094258577067092					0.0
gsm8k-001181	GSM8K	ood	catboost	128	128	32	11.214323611780475	3.34877942118923	3.0288452044832144	-4.606299657506632					0.0
gsm8k-001196	GSM8K	ood	catboost	128	128	29	8.340563737187397	2.88800341710106	2.671789728407781	-7.039792927145406					0.0
gsm8k-001229	GSM8K	ood	catboost	128	128	25	5.278571648541643	2.2975142325003435	2.0397539303110306	-3.7685527336077387					0.0
gsm8k-001236	GSM8K	ood	catboost	128	128	37	2.767326121767331	1.6635282148996846	1.5886869811266637	-9.94021172863718					0.0
gsm8k-001261	GSM8K	ood	catboost	128	128	46	10.137061104227026	3.1838751709555178	2.891961275095817	-4.158140186575324					0.0
gsm8k-001264	GSM8K	ood	catboost	128	128	58	5.811772565136814	2.410761822564978	2.2216011673696596	-7.624582835217964					0.0
gsm8k-001270	GSM8K	ood	catboost	128	128	30	3.2494689876992493	1.8026283554019806	1.5903031309795166	-3.2791499708485743					0.0
gsm8k-001293	GSM8K	ood	catboost	128	128	26	14.818509268234852	3.8494816882581544	3.300289641506493	-2.8130910117717858					0.0
2024-I-1	AIME	ood	catboost	128	128	15	0.6989122194938294	0.8360097005979233	0.8151036088021824	-27.890687187155894					0.0
2024-I-14	AIME	ood	catboost	128	128	23	494086.74731899064	702.9130439243468	285.4259174357805	-0.19696876248200312					0.0
2024-I-3	AIME	ood	catboost	128	128	25	2.1593494572285503	1.4694725098580614	1.3462447051234796	-5.637050247961194					0.0
2024-I-4	AIME	ood	catboost	128	128	30	15239.06891956528	123.44662376738086	63.275943455667516	-0.35780056206798116					0.0
2024-I-7	AIME	ood	catboost	128	128	39	11.495081112989613	3.3904396636704233	3.0952842200683603	-4.983760181643371					0.0
2024-I-8	AIME	ood	catboost	128	128	30	188.11935437554425	13.715660916468599	10.541361979596998	-1.3581138020890156					0.0
2024-II-1	AIME	ood	catboost	128	128	59	56.34028837240229	7.506016811358891	6.5132383846403785	-2.97358897692288					0.0
2024-II-10	AIME	ood	catboost	128	128	17	3.7056734401392566	1.9250125818132349	1.7555028704617508	-5.9499701460873915					0.0
2024-II-13	AIME	ood	catboost	128	128	30	54.07538639665297	7.353596833975397	6.496766423829191	-3.383871571536522					0.0
2024-II-14	AIME	ood	catboost	128	128	16	0.5541026316547473	0.7443807034406167	0.6217398958345439	0.0					0.0
2024-II-4	AIME	ood	catboost	128	128	71	664.3699432024986	25.775374744171977	16.8138861739803	-0.7233350492865929					0.0
2024-II-6	AIME	ood	catboost	128	128	10	4.268266346071577	2.0659783024203273	1.9814862927490096	-17.51901163886172					0.0
2024-II-8	AIME	ood	catboost	128	128	23	189.97833297956032	13.783262784245258	10.78454317125484	-1.6340806471354568					0.0
2024-II-9	AIME	ood	catboost	128	128	32	200.79216143810476	14.170115082034611	9.627255688190932	-0.8153588531844287					0.0
gsm8k-000007	GSM8K	random	catboost	256	256	35	0.07101756279612126	0.2664912058513775	0.18821972653191044	0.8209926412549617					0.019230769230769232
gsm8k-000011	GSM8K	random	catboost	256	256	51	0.10458814407738601	0.32340090302500085	0.25182412440227947	0.9066136515648169					0.0
gsm8k-000023	GSM8K	random	catboost	256	256	27	0.02301631688627914	0.15171129452443263	0.09936648045152287	0.9658198566341271					0.36538461538461536
gsm8k-000027	GSM8K	random	catboost	256	256	35	0.11729163444138598	0.3424786627534422	0.20364888493064454	0.8079091601770899					0.038461538461538464
gsm8k-000035	GSM8K	random	catboost	256	256	30	0.020871187711842876	0.14446863919841868	0.07233699505126948	0.9823446989815263					0.057692307692307696
gsm8k-000037	GSM8K	random	catboost	256	256	38	0.8618029319648006	0.9283334163784047	0.7994878186839318	0.09955416936210926					0.09615384615384616
gsm8k-000038	GSM8K	random	catboost	256	256	38	0.17366042983989394	0.4167258449387246	0.3004145664094804	0.8405477951169744					0.019230769230769232
gsm8k-000050	GSM8K	random	catboost	256	256	27	0.027825315341615923	0.1668092183951952	0.12786583020098416	0.970475138949582					0.0
gsm8k-000078	GSM8K	random	catboost	256	256	34	0.6627604462366021	0.8141010049352612	0.5542520390872455	0.45720586799533236					0.0
gsm8k-000084	GSM8K	random	catboost	256	256	17	0.019012576816253766	0.13788610088132075	0.08350289079328285	0.9870876819035144					0.36538461538461536
gsm8k-000086	GSM8K	random	catboost	256	256	32	0.01233534562276356	0.1110646011236864	0.08354524905591439	0.9825629011578221					0.15384615384615385
gsm8k-000088	GSM8K	random	catboost	256	256	19	0.22674961465461463	0.4761823334129634	0.201920430605192	0.8959307296895456					0.0
gsm8k-000125	GSM8K	random	catboost	256	256	26	0.030145808676943837	0.17362548395020772	0.12033605812102761	0.9768953441984339					0.4230769230769231
gsm8k-000126	GSM8K	random	catboost	256	256	21	0.014681873065528426	0.1211687792524478	0.08441375773782173	0.9882072508990195					0.057692307692307696
gsm8k-000148	GSM8K	random	catboost	256	256	25	0.01484270937178279	0.12183065858716675	0.08812050960186617	0.9861240615875921					0.25
gsm8k-000151	GSM8K	random	catboost	256	256	54	0.05971373127310672	0.24436393202170142	0.17500292620216973	0.936714072675401					0.11538461538461539
gsm8k-000153	GSM8K	random	catboost	256	256	71	0.2597123614921364	0.5096198205448218	0.3250097204765264	0.8230368604138928					0.019230769230769232
gsm8k-000158	GSM8K	random	catboost	256	256	40	0.08367368788496246	0.28926404526826777	0.2173849609106411	0.9142625911630371					0.019230769230769232
gsm8k-000173	GSM8K	random	catboost	256	256	31	0.07614464832809462	0.2759431976478033	0.18973590130565515	0.9425647129135997					0.0
gsm8k-000192	GSM8K	random	catboost	256	256	40	0.17548796560758223	0.41891283772114485	0.2448583390710756	0.8608140507142061					0.057692307692307696
gsm8k-000208	GSM8K	random	catboost	256	256	29	0.029679214382021805	0.1722765636470086	0.10044194362928525	0.9605627050451434					0.0
gsm8k-000212	GSM8K	random	catboost	256	256	12	0.01133250467561284	0.10645423747137941	0.0722493356305949	0.9824737988675573					0.34615384615384615
gsm8k-000218	GSM8K	random	catboost	256	256	39	0.02951695986790997	0.17180500536337692	0.12365328727927681	0.966937568610374					0.1346153846153846
gsm8k-000224	GSM8K	random	catboost	256	256	35	0.06331977088698747	0.25163420055109254	0.17045171360921027	0.9355731092540254					0.019230769230769232
gsm8k-000297	GSM8K	random	catboost	256	256	44	0.2555536478969938	0.5055231427907073	0.3893036412897937	0.7408697526929129					0.038461538461538464
gsm8k-000313	GSM8K	random	catboost	256	256	43	0.09695915203943227	0.3113826456940596	0.18882957078410742	0.8968129540463188					0.0
gsm8k-000337	GSM8K	random	catboost	256	256	18	0.00282149926783376	0.053117786736965614	0.03987506194976894	0.9966787101460274					0.19230769230769232
gsm8k-000348	GSM8K	random	catboost	256	256	30	1.0646807376445822	1.0318336773165442	0.9066341058926922	0.10493589568138018					0.0
gsm8k-000361	GSM8K	random	catboost	256	256	40	0.2927544393407367	0.5410678694403658	0.4515093894707072	0.6958060816685376					0.019230769230769232
gsm8k-000409	GSM8K	random	catboost	256	256	49	0.07382809990192439	0.27171326780620114	0.16908477900330238	0.8743765299977151					0.0
gsm8k-000420	GSM8K	random	catboost	256	256	21	0.02303208773663358	0.15176326214414865	0.0989090004456409	0.9798324525905934					0.0
gsm8k-000473	GSM8K	random	catboost	256	256	24	0.07813204951043375	0.2795211074506427	0.10862016381498628	0.8941947958744514					0.3269230769230769
gsm8k-000509	GSM8K	random	catboost	256	256	27	0.06652610913440954	0.2579265576368776	0.1950424170454428	0.932101660907112					0.15384615384615385
gsm8k-000534	GSM8K	random	catboost	256	256	32	0.03856290094098849	0.19637438972785756	0.10632913522393997	0.9567083748767049					0.038461538461538464
gsm8k-000539	GSM8K	random	catboost	256	256	22	0.006383009222184851	0.07989373706483413	0.0488329253655507	0.9893704201534527					0.038461538461538464
gsm8k-000568	GSM8K	random	catboost	256	256	28	0.0488077049533046	0.22092465899782351	0.14927826436566366	0.9563688874132084					0.0
gsm8k-000575	GSM8K	random	catboost	256	256	33	0.08022968820429507	0.28324845666710186	0.206287853637081	0.8504134271651577					0.0
gsm8k-000576	GSM8K	random	catboost	256	256	49	0.046927197328503194	0.2166268619735401	0.16069481190513277	0.9374553327306689					0.0
gsm8k-000591	GSM8K	random	catboost	256	256	43	0.620198114892764	0.7875265804357108	0.37926716444501696	0.7005954497143742					0.0
gsm8k-000604	GSM8K	random	catboost	256	256	36	1.4643912179817882	1.2101203320256164	1.0687844102208195	-0.2120709763928068					0.019230769230769232
gsm8k-000639	GSM8K	random	catboost	256	256	34	0.14288414995923673	0.3780001983587267	0.2170268552075745	0.9065536707603276					0.0
gsm8k-000641	GSM8K	random	catboost	256	256	28	0.02072941097870029	0.14397711963607374	0.08684891358899818	0.9812991087371987					0.0
gsm8k-000642	GSM8K	random	catboost	256	256	52	0.15871726087511875	0.39839334943635635	0.1583887345902088	0.8505110613885363					0.0
gsm8k-000670	GSM8K	random	catboost	256	256	28	0.029691436138033836	0.1723120313211873	0.12215306171344402	0.9770933433924518					0.5769230769230769
gsm8k-000705	GSM8K	random	catboost	256	256	29	0.14070792616865188	0.37511055192923043	0.22314516093548115	0.9121856210428526					0.0
gsm8k-000710	GSM8K	random	catboost	256	256	59	0.20462343489120693	0.45235321916750737	0.34317895060247056	0.7701946737373888					0.019230769230769232
gsm8k-000720	GSM8K	random	catboost	256	256	28	0.049998715223029275	0.22360392488288142	0.17180895829712356	0.9508153328461041					0.25
gsm8k-000728	GSM8K	random	catboost	256	256	36	0.10426139129319462	0.32289532559824186	0.21346229669140412	0.8654162927548483					0.1346153846153846
gsm8k-000734	GSM8K	random	catboost	256	256	37	0.02040212618913116	0.1428360115276647	0.08990221844993347	0.9812362788407026					0.5961538461538461
gsm8k-000759	GSM8K	random	catboost	256	256	28	0.30287163130446915	0.5503377429401596	0.20325821070153227	0.8086405546761094					0.0
gsm8k-000765	GSM8K	random	catboost	256	256	15	0.012893477753810296	0.11354945069796814	0.07039526983959604	0.9880829928290326					0.019230769230769232
gsm8k-000776	GSM8K	random	catboost	256	256	15	0.010877217614726691	0.10429390017986043	0.0734279876360405	0.9819154339584204					0.019230769230769232
gsm8k-000785	GSM8K	random	catboost	256	256	49	0.060740644528149285	0.24645617161708344	0.1517555381353786	0.8337970465061735					0.0
gsm8k-000792	GSM8K	random	catboost	256	256	27	0.02193621822970101	0.1481088053753085	0.10532747323498366	0.9650396162558262					0.0
gsm8k-000800	GSM8K	random	catboost	256	256	18	0.0043981948900810985	0.0663188878833255	0.04699974943905556	0.9949292986550706					0.019230769230769232
gsm8k-000812	GSM8K	random	catboost	256	256	67	0.3111752420323967	0.5578308363943291	0.4528786053781149	0.6998128489126211					0.019230769230769232
gsm8k-000819	GSM8K	random	catboost	256	256	22	0.3204308244159501	0.5660660954481819	0.36312017691371096	0.643476066827283					0.0
gsm8k-000823	GSM8K	random	catboost	256	256	27	0.03303850784717333	0.18176497970503927	0.14286335744064974	0.9620036353628918					0.15384615384615385
gsm8k-000844	GSM8K	random	catboost	256	256	41	0.03905383002790942	0.19762041905610214	0.13629304033118922	0.9565647804797797					0.019230769230769232
gsm8k-000849	GSM8K	random	catboost	256	256	23	0.1763263849619271	0.419912353904868	0.3006697880110242	0.755001722588317					0.0
gsm8k-000851	GSM8K	random	catboost	256	256	15	0.029255865505222117	0.17104346086659414	0.13219554767163746	0.9755257685026572					0.019230769230769232
gsm8k-000881	GSM8K	random	catboost	256	256	24	0.030065525668974392	0.17339413389435754	0.11563510334850281	0.9751478887677046					0.057692307692307696
gsm8k-000887	GSM8K	random	catboost	256	256	43	0.041484764789544944	0.20367809108872006	0.13757595781775153	0.9601130280770345					0.15384615384615385
gsm8k-000900	GSM8K	random	catboost	256	256	25	0.018638136664210183	0.13652156116969283	0.09200724264971291	0.9825753360437176					0.15384615384615385
gsm8k-000905	GSM8K	random	catboost	256	256	27	0.012229092067951015	0.11058522536013125	0.06327409053720448	0.9870576852701092					0.8269230769230769
gsm8k-000919	GSM8K	random	catboost	256	256	22	0.17405962467034067	0.4172045357739303	0.25291391059705304	0.5728155372058465					0.0
gsm8k-000926	GSM8K	random	catboost	256	256	84	1.1304281277095778	1.063215936538565	0.9098364184678925	-0.27841158112478914					0.21153846153846154
gsm8k-000929	GSM8K	random	catboost	256	256	35	0.20791994808637101	0.45598239887781966	0.3276591249799376	0.7995170208230823					0.0
gsm8k-000942	GSM8K	random	catboost	256	256	28	0.037689935406706586	0.1941389590131424	0.14958634369767745	0.9586078515556881					0.019230769230769232
gsm8k-000944	GSM8K	random	catboost	256	256	41	0.14172898320967017	0.37646909994004846	0.28101683790512155	0.8663344163973593					0.019230769230769232
gsm8k-000947	GSM8K	random	catboost	256	256	29	0.04948420406034702	0.2224504530459469	0.17634523217049194	0.9413622498231476					0.09615384615384616
gsm8k-000958	GSM8K	random	catboost	256	256	19	0.021108297074174984	0.1452869473633987	0.09271329273896045	0.9828422989082798					0.019230769230769232
gsm8k-000960	GSM8K	random	catboost	256	256	41	0.03895816818753636	0.19737823635734605	0.1410414839417601	0.9439153174468583					0.09615384615384616
gsm8k-000967	GSM8K	random	catboost	256	256	23	0.008237126425062802	0.09075861625797742	0.05363507698271623	0.9889676820878818					0.15384615384615385
gsm8k-000969	GSM8K	random	catboost	256	256	50	0.03014128030116351	0.17361244281779895	0.13182490636868946	0.9733023511081703					0.0
gsm8k-000973	GSM8K	random	catboost	256	256	32	0.06223721798361907	0.24947388236771215	0.16281242966905593	0.9462620962665049					0.0
gsm8k-000989	GSM8K	random	catboost	256	256	32	0.1087748227450549	0.3298102829583318	0.23453507774178842	0.8922357792721294					0.07692307692307693
gsm8k-001002	GSM8K	random	catboost	256	256	44	0.05073705678376169	0.225248877430636	0.1352340625362889	0.9507732744189887					0.038461538461538464
gsm8k-001023	GSM8K	random	catboost	256	256	36	0.031058108286666455	0.1762331078051637	0.09847887237244583	0.9593269662926666					0.057692307692307696
gsm8k-001031	GSM8K	random	catboost	256	256	26	0.17499876171765325	0.4183285332339324	0.282563119916094	0.7946871796954058					0.40384615384615385
gsm8k-001048	GSM8K	random	catboost	256	256	30	0.567559231111602	0.753365270709768	0.5714518632302289	0.48065071589677866					0.0
gsm8k-001051	GSM8K	random	catboost	256	256	26	0.04503161534700942	0.2122065393596753	0.12997843917316615	0.9104811310622477					0.0
gsm8k-001073	GSM8K	random	catboost	256	256	34	0.2648885343068609	0.5146732306103173	0.4276042662484808	0.7542236820596429					0.09615384615384616
gsm8k-001089	GSM8K	random	catboost	256	256	41	0.05209892429734546	0.2282518878286562	0.10157431832189076	0.9557495172697034					0.0
gsm8k-001091	GSM8K	random	catboost	256	256	29	0.11727342603640846	0.342452078452458	0.2480002798565245	0.8809712785104564					0.0
gsm8k-001095	GSM8K	random	catboost	256	256	30	0.018532051744283788	0.13613247865327285	0.08070936263233001	0.9844326814960684					0.0
gsm8k-001116	GSM8K	random	catboost	256	256	16	0.0062388380748009346	0.07898631574393715	0.0512422143381741	0.9934851089525286					0.07692307692307693
gsm8k-001128	GSM8K	random	catboost	256	256	25	0.013827881326976533	0.11759201217334676	0.06596685290857797	0.9847185668067592					0.5384615384615384
gsm8k-001129	GSM8K	random	catboost	256	256	29	0.11514766508455423	0.3393341495997039	0.2671126320989062	0.9116500292263956					0.11538461538461539
gsm8k-001130	GSM8K	random	catboost	256	256	35	0.06744430523544474	0.2597004143921314	0.17039968233059385	0.9561336206417981					0.057692307692307696
gsm8k-001144	GSM8K	random	catboost	256	256	33	0.11310869740550225	0.3363163650575188	0.22330572055450335	0.8683595759833951					0.019230769230769232
gsm8k-001180	GSM8K	random	catboost	256	256	32	0.03112216024551034	0.1764147393091358	0.11898610203315063	0.9489299500766916					0.0
gsm8k-001181	GSM8K	random	catboost	256	256	32	0.46554410035443144	0.6823079219490504	0.5362358037891214	0.3259364803957967					0.057692307692307696
